year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
1998,Original Screenplay,Shakespeare in Love,Marc Norman,0.0,1.0,0.0,1.0,123,289300000.0,7.2,80.0,92.0,1,1,0,0,0,1,0,0,0
1998,Original Screenplay,Bulworth,Warren Beatty,0.0,0.0,0.0,0.0,108,29200000.0,6.8,67.0,75.0,1,1,0,0,0,0,1,0,0
1998,Original Screenplay,Life Is Beautiful,Roberto Benigni,0.0,0.0,0.0,0.0,116,229200000.0,8.6,96.0,80.0,0,0,0,1,0,1,0,0,0
1998,Original Screenplay,Saving Private Ryan,Robert Rodat,0.0,0.0,0.0,0.0,169,481800000.0,8.6,95.0,92.0,1,1,0,0,0,0,0,1,0
1998,Original Screenplay,The Truman Show,Andrew Niccol,1.0,0.0,0.0,0.0,103,264100000.0,8.1,88.0,94.0,1,0,1,0,0,0,1,0,0
1999,Original Screenplay,American Beauty,Alan Ball,0.0,1.0,0.0,1.0,122,356300000.0,8.4,93.0,88.0,1,1,0,0,0,0,0,0,1
1999,Original Screenplay,Being John Malkovich,Charlie Kaufman,1.0,0.0,0.0,0.0,112,32400000.0,7.8,87.0,93.0,1,1,0,0,0,0,0,0,1
1999,Original Screenplay,Magnolia,Paul Thomas Anderson,0.0,0.0,0.0,0.0,188,48500000.0,8.0,89.0,84.0,1,1,0,0,0,1,0,0,0
1999,Original Screenplay,The Sixth Sense,M. Night Shyamalan,0.0,0.0,0.0,0.0,107,672800000.0,8.1,89.0,85.0,1,0,0,1,0,0,0,1,0
1999,Original Screenplay,Topsy-Turvy,Mike Leigh,0.0,0.0,0.0,0.0,160,6200000.0,7.4,79.0,89.0,0,1,0,0,0,1,0,0,0
2000,Original Screenplay,Almost Famous,Cameron Crowe,1.0,0.0,0.0,1.0,122,47400000.0,7.9,92.0,89.0,1,1,0,0,0,0,0,1,0
2000,Original Screenplay,Billy Elliot,Lee Hall,0.0,0.0,0.0,0.0,110,72853509.0,7.7,89.0,85.0,0,1,0,0,0,0,0,0,1
