year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
2020,Director,ANOTHER ROUND,Thomas Vinterberg,0,0,0,0,115,4159640,7.8,8.1,80,1,1,0,0,0,0,0,0,1
2020,Director,MANK,David Fincher,0,0,0,0,131,0,7,6.3,79,1,1,0,0,0,0,0,0,1
2020,Director,MINARI,Lee Isaac Chung,0,0,0,0,115,10929587,7.6,8.2,89,1,0,0,1,0,0,0,0,1
2020,Director,NOMADLAND,Chloe Zhao,1,1,0,0,107,5035944,7.5,7.6,93,1,1,0,0,0,0,0,0,1
2020,Director,PROMISING YOUNG WOMAN,Emerald Fennell,0,0,0,0,113,12508300,7.5,7.3,73,1,1,0,0,0,0,0,0,1
