year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
2015,Supporting Actress,The Hateful Eight,Jennifer Jason Leigh,0.0,0.0,0.0,0.0,187,155800000.0,7.8,76.0,75.0,1,1,0,0,0,0,0,0,1
2015,Supporting Actress,Carol,Rooney Mara,0.0,0.0,0.0,0.0,118,40300000.0,7.2,73.0,94.0,0,1,0,0,0,1,0,0,0
2015,Supporting Actress,Spotlight,Rachel McAdams,0.0,0.0,0.0,0.0,129,88300000.0,8.1,93.0,96.0,1,1,0,0,0,0,0,0,1
2015,Supporting Actress,Steve Jobs,Kate Winslet,1.0,1.0,0.0,0.0,122,34400000.0,7.2,73.0,86.0,1,1,0,0,0,0,0,0,1
2016,Supporting Actress,Fences,Viola Davis,1.0,1.0,1.0,1.0,139,55600000.0,7.4,79.0,93.0,1,0,0,1,0,0,0,0,1
2016,Supporting Actress,Moonlight,Naomie Harris,0.0,0.0,0.0,0.0,111,23300000.0,7.9,86.0,98.0,1,1,0,0,0,0,0,0,1
2016,Supporting Actress,Lion,Nicole Kidman,0.0,0.0,0.0,0.0,118,76300000.0,8.0,93.0,86.0,0,0,0,1,0,1,0,0,0
2016,Supporting Actress,Hidden Figures,Octavia Spencer,0.0,0.0,0.0,0.0,127,169100000.0,7.9,94.0,92.0,1,0,1,0,0,1,0,0,0
2016,Supporting Actress,Manchester by the Sea,Michelle Williams,0.0,0.0,0.0,0.0,137,60700000.0,8.1,81.0,96.0,1,1,0,0,0,0,0,0,1
2017,Supporting Actress,Mudbound,Mary J. Blige,0,0,0,0,134,36011,7.5,6.2,85,1,1,0,0,0,0,0,0,1
2017,Supporting Actress,"I, Tonya",Allison Janney,1,1,1,1,120,28000000.0,7.7,7.5,77,1,0,0,0,0,0,0,0,1
2017,Supporting Actress,Phantom Thread,Lesley Manville,0,0,0,0,130,18000000.0,8.0,7.5,90,1,1,0,0,0,0,0,0,1
2017,Supporting Actress,Lady Bird,Laurie Metcalf,0,0,0,0,94,44200000.0,7.8,7.2,94,1,1,0,0,0,0,0,0,1
2017,Supporting Actress,The Shape of Water,Octavia Spencer,0,0,0,0,123,67000000.0,7.8,7.1,87,1,1,0,0,0,0,0,0,1
